t_names,CTQ_Term,Sex,Region,Effect_Size_Main_Ped,P_Main_Ped,Q_Main_Ped,Significant_Main_Ped,Effect_Size_Cov_Ped,P_Cov_Ped,Q_Cov_Ped,Significant_Cov_Ped,Sample_Size_Ped,Effect_Size_Main_YA,P_Main_YA,Q_Main_YA,Significant_Main_YA,Effect_Size_Cov_YA,P_Cov_YA,Q_Cov_YA,Significant_Cov_YA,Sample_Size_YA,Effect_Size_Main_OA,P_Main_OA,Q_Main_OA,Significant_Main_OA,Effect_Size_Cov_OA,P_Cov_OA,Q_Cov_OA,Significant_Cov_OA,Sample_Size_OA
cortical_thickness,CTQ_Abuse,female,L_lateralorbitofrontal_thickavg,0.224 (0.099),2.59e-02,2.83e-01,No,-0.76 (0.293),1.05e-02,3.58e-01,No,136,0.092 (0.044),3.75e-02,2.58e-01,No,-0.392 (0.122) *,1.39e-03,1.45e-02,Yes,919,0.036 (0.053),5.02e-01,7.83e-01,No,-0.236 (0.131),7.22e-02,2.14e-01,No,609
cortical_thickness,CTQ_Abuse,female,L_lingual_thickavg,0.101 (0.102),3.22e-01,7.99e-01,No,-0.065 (0.3),8.28e-01,9.27e-01,No,136,0.059 (0.044),1.86e-01,4.69e-01,No,-0.271 (0.123),2.74e-02,1.33e-01,No,919,-0.039 (0.053),4.59e-01,7.83e-01,No,-0.337 (0.13),9.54e-03,6.49e-02,No,609
cortical_thickness,CTQ_Abuse,female,L_medialorbitofrontal_thickavg,0.165 (0.101),1.05e-01,5.48e-01,No,-0.512 (0.297),8.76e-02,7.07e-01,No,136,0.073 (0.044),9.89e-02,4.54e-01,No,-0.023 (0.123),8.54e-01,8.93e-01,No,919,0.089 (0.053),9.38e-02,5.05e-01,No,0.152 (0.13),2.42e-01,4.71e-01,No,609
cortical_thickness,CTQ_Abuse,female,L_middletemporal_thickavg,-0.016 (0.102),8.75e-01,9.55e-01,No,0.123 (0.301),6.84e-01,9.27e-01,No,136,-0.047 (0.044),2.88e-01,5.78e-01,No,0.144 (0.123),2.42e-01,4.17e-01,No,919,0.062 (0.053),2.42e-01,6.68e-01,No,0.163 (0.131),2.13e-01,4.39e-01,No,609
cortical_thickness,CTQ_Abuse,female,L_parahippocampal_thickavg,-0.006 (0.102),9.53e-01,9.81e-01,No,-0.179 (0.301),5.53e-01,9.08e-01,No,136,0.034 (0.044),4.37e-01,6.30e-01,No,-0.358 (0.122) *,3.45e-03,2.65e-02,Yes,919,-0.029 (0.054),5.83e-01,8.26e-01,No,0.039 (0.131),7.69e-01,9.50e-01,No,609
cortical_thickness,CTQ_Abuse,female,L_paracentral_thickavg,0.061 (0.102),5.53e-01,8.74e-01,No,0.114 (0.3),7.04e-01,9.27e-01,No,136,-0.087 (0.044),4.80e-02,2.96e-01,No,0.6 (0.121) *,8.68e-07,5.90e-05,Yes,919,-0.036 (0.053),4.96e-01,7.83e-01,No,0.283 (0.131),3.07e-02,1.17e-01,No,609
cortical_thickness,CTQ_Abuse,female,L_parsopercularis_thickavg,-0.217 (0.1),3.17e-02,2.83e-01,No,0.587 (0.295),4.90e-02,5.55e-01,No,136,0.001 (0.045),9.80e-01,9.80e-01,No,0.061 (0.123),6.22e-01,7.29e-01,No,919,-0.014 (0.054),7.89e-01,9.39e-01,No,0.151 (0.131),2.52e-01,4.76e-01,No,609
cortical_thickness,CTQ_Abuse,female,L_parsorbitalis_thickavg,0.115 (0.102),2.61e-01,7.99e-01,No,-0.038 (0.3),8.99e-01,9.27e-01,No,136,-0.026 (0.045),5.52e-01,6.95e-01,No,-0.043 (0.123),7.29e-01,7.99e-01,No,919,0.114 (0.053),3.22e-02,3.64e-01,No,-0.017 (0.131),8.97e-01,9.58e-01,No,609
cortical_thickness,CTQ_Abuse,female,L_parstriangularis_thickavg,0.004 (0.101),9.71e-01,9.85e-01,No,0.361 (0.299),2.29e-01,8.15e-01,No,136,0.062 (0.044),1.67e-01,4.54e-01,No,-0.088 (0.123),4.71e-01,6.68e-01,No,919,-0.019 (0.053),7.19e-01,9.39e-01,No,0.334 (0.13),1.07e-02,6.52e-02,No,609
cortical_thickness,CTQ_Abuse,female,L_pericalcarine_thickavg,0.035 (0.101),7.32e-01,9.32e-01,No,0.294 (0.299),3.28e-01,8.15e-01,No,136,0.007 (0.045),8.82e-01,9.23e-01,No,0.097 (0.123),4.31e-01,6.37e-01,No,919,-0.071 (0.053),1.85e-01,6.28e-01,No,-0.032 (0.131),8.07e-01,9.58e-01,No,609
cortical_thickness,CTQ_Abuse,female,L_postcentral_thickavg,-0.121 (0.1),2.30e-01,7.99e-01,No,0.63 (0.296),3.54e-02,5.55e-01,No,136,-0.11 (0.044),1.31e-02,1.52e-01,No,0.326 (0.122) *,7.82e-03,4.83e-02,Yes,919,0.005 (0.054),9.23e-01,9.44e-01,No,0.017 (0.131),8.97e-01,9.58e-01,No,609
cortical_thickness,CTQ_Abuse,female,L_posteriorcingulate_thickavg,-0.224 (0.098),2.44e-02,2.83e-01,No,-0.203 (0.291),4.86e-01,8.52e-01,No,136,-0.12 (0.044),6.23e-03,1.52e-01,No,-0.252 (0.121),3.66e-02,1.47e-01,No,919,-0.093 (0.051),7.01e-02,5.05e-01,No,-0.547 (0.126) *,1.61e-05,2.99e-04,Yes,609
cortical_thickness,CTQ_Abuse,female,L_precentral_thickavg,-0.182 (0.101),7.36e-02,4.55e-01,No,0.213 (0.298),4.75e-01,8.52e-01,No,136,-0.063 (0.044),1.57e-01,4.54e-01,No,0.244 (0.123),4.73e-02,1.69e-01,No,919,-0.045 (0.053),4.01e-01,7.83e-01,No,0.198 (0.131),1.32e-01,3.33e-01,No,609
cortical_thickness,CTQ_Abuse,female,L_precuneus_thickavg,-0.015 (0.102),8.85e-01,9.55e-01,No,0.082 (0.301),7.85e-01,9.27e-01,No,136,0.007 (0.045),8.77e-01,9.23e-01,No,0.068 (0.123),5.81e-01,6.93e-01,No,919,-0.089 (0.053),9.65e-02,5.05e-01,No,0.044 (0.131),7.35e-01,9.25e-01,No,609
cortical_thickness,CTQ_Abuse,female,L_rostralanteriorcingulate_thickavg,-0.082 (0.101),4.20e-01,8.18e-01,No,-0.207 (0.299),4.89e-01,8.52e-01,No,136,-0.052 (0.044),2.38e-01,5.21e-01,No,-0.193 (0.122),1.14e-01,2.86e-01,No,919,0.038 (0.053),4.81e-01,7.83e-01,No,-0.282 (0.131),3.15e-02,1.17e-01,No,609
cortical_thickness,CTQ_Abuse,female,L_rostralmiddlefrontal_thickavg,-0.036 (0.102),7.25e-01,9.32e-01,No,-0.151 (0.301),6.15e-01,9.10e-01,No,136,0.05 (0.044),2.59e-01,5.51e-01,No,0.075 (0.123),5.42e-01,6.83e-01,No,919,-0.075 (0.053),1.63e-01,5.84e-01,No,0.104 (0.131),4.30e-01,6.64e-01,No,609
cortical_thickness,CTQ_Abuse,female,L_superiorfrontal_thickavg,0.251 (0.099),1.21e-02,2.83e-01,No,-0.839 (0.291),4.58e-03,3.12e-01,No,136,0.092 (0.044),3.79e-02,2.58e-01,No,-0.157 (0.123),1.99e-01,3.87e-01,No,919,0.007 (0.054),8.98e-01,9.39e-01,No,-0.069 (0.131),6.02e-01,8.02e-01,No,609
cortical_thickness,CTQ_Abuse,female,L_superiorparietal_thickavg,-0.021 (0.102),8.33e-01,9.55e-01,No,0.358 (0.3),2.34e-01,8.15e-01,No,136,-0.016 (0.044),7.27e-01,8.10e-01,No,0.282 (0.122),2.12e-02,1.14e-01,No,919,-0.084 (0.053),1.17e-01,5.29e-01,No,0.182 (0.131),1.65e-01,3.87e-01,No,609
cortical_thickness,CTQ_Abuse,female,L_superiortemporal_thickavg,-0.05 (0.101),6.22e-01,8.96e-01,No,0.463 (0.299),1.24e-01,7.65e-01,No,136,0.067 (0.044),1.34e-01,4.54e-01,No,0.035 (0.123),7.75e-01,8.23e-01,No,919,-0.042 (0.053),4.27e-01,7.83e-01,No,0.223 (0.131),8.93e-02,2.33e-01,No,609
cortical_thickness,CTQ_Abuse,female,L_supramargil_thickavg,-0.144 (0.101),1.57e-01,7.13e-01,No,0.249 (0.299),4.06e-01,8.15e-01,No,136,0.008 (0.045),8.50e-01,9.18e-01,No,0.035 (0.123),7.74e-01,8.23e-01,No,919,-0.099 (0.053),6.29e-02,5.05e-01,No,-0.174 (0.13),1.81e-01,4.10e-01,No,609
cortical_thickness,CTQ_Abuse,female,L_frontalpole_thickavg,-0.087 (0.102),3.93e-01,8.18e-01,No,0.245 (0.3),4.17e-01,8.15e-01,No,136,0.046 (0.045),3.05e-01,5.78e-01,No,-0.121 (0.123),3.24e-01,5.13e-01,No,919,-0.034 (0.053),5.21e-01,7.83e-01,No,-0.137 (0.131),2.96e-01,5.42e-01,No,609
cortical_thickness,CTQ_Abuse,female,L_temporalpole_thickavg,0.183 (0.101),7.17e-02,4.55e-01,No,-0.249 (0.298),4.04e-01,8.15e-01,No,136,0.017 (0.045),7.05e-01,7.99e-01,No,-0.091 (0.123),4.58e-01,6.63e-01,No,919,0.047 (0.053),3.80e-01,7.83e-01,No,0.065 (0.131),6.23e-01,8.14e-01,No,609
cortical_thickness,CTQ_Abuse,female,L_transversetemporal_thickavg,0.215 (0.1),3.33e-02,2.83e-01,No,-0.073 (0.295),8.05e-01,9.27e-01,No,136,0.055 (0.044),2.12e-01,5.15e-01,No,0.068 (0.123),5.80e-01,6.93e-01,No,919,-0.043 (0.053),4.26e-01,7.83e-01,No,0.224 (0.131),8.86e-02,2.33e-01,No,609
cortical_thickness,CTQ_Abuse,female,L_insula_thickavg,-0.065 (0.102),5.25e-01,8.74e-01,No,-0.042 (0.301),8.90e-01,9.27e-01,No,136,-0.073 (0.044),1.00e-01,4.54e-01,No,-0.187 (0.122),1.25e-01,3.04e-01,No,919,0.037 (0.054),4.93e-01,7.83e-01,No,-0.16 (0.131),2.25e-01,4.49e-01,No,609
cortical_thickness,CTQ_Abuse,female,R_bankssts_thickavg,0.048 (0.102),6.35e-01,8.96e-01,No,-0.293 (0.3),3.32e-01,8.15e-01,No,136,-0.038 (0.044),3.92e-01,6.30e-01,No,-0.08 (0.123),5.15e-01,6.83e-01,No,919,-0.077 (0.053),1.50e-01,5.66e-01,No,0.135 (0.131),3.03e-01,5.42e-01,No,609
cortical_thickness,CTQ_Abuse,female,R_caudalanteriorcingulate_thickavg,0.036 (0.102),7.22e-01,9.32e-01,No,-0.361 (0.3),2.30e-01,8.15e-01,No,136,-0.07 (0.044),1.11e-01,4.54e-01,No,-0.26 (0.121),3.26e-02,1.47e-01,No,919,-0.011 (0.053),8.33e-01,9.39e-01,No,-0.289 (0.13),2.72e-02,1.17e-01,No,609
cortical_thickness,CTQ_Abuse,female,R_caudalmiddlefrontal_thickavg,0.065 (0.102),5.25e-01,8.74e-01,No,-0.04 (0.301),8.93e-01,9.27e-01,No,136,-0.012 (0.044),7.83e-01,8.58e-01,No,-0.201 (0.122),1.01e-01,2.75e-01,No,919,-0.061 (0.053),2.45e-01,6.68e-01,No,-0.328 (0.129),1.15e-02,6.52e-02,No,609
cortical_thickness,CTQ_Abuse,female,R_cuneus_thickavg,0.081 (0.101),4.26e-01,8.18e-01,No,0.273 (0.298),3.62e-01,8.15e-01,No,136,-0.017 (0.045),7.02e-01,7.99e-01,No,0.044 (0.123),7.22e-01,7.99e-01,No,919,-0.069 (0.054),1.96e-01,6.34e-01,No,0.113 (0.131),3.91e-01,6.49e-01,No,609
cortical_thickness,CTQ_Abuse,female,R_entorhil_thickavg,-0.046 (0.102),6.50e-01,8.96e-01,No,-0.174 (0.3),5.64e-01,9.08e-01,No,136,-0.031 (0.043),4.78e-01,6.56e-01,No,-0.534 (0.12) *,9.55e-06,1.70e-04,Yes,919,0.032 (0.053),5.41e-01,7.83e-01,No,-0.398 (0.13) *,2.35e-03,2.00e-02,Yes,609
cortical_thickness,CTQ_Abuse,female,R_fusiform_thickavg,0.066 (0.102),5.15e-01,8.74e-01,No,-0.396 (0.3),1.88e-01,8.15e-01,No,136,0.031 (0.045),4.82e-01,6.56e-01,No,-0.02 (0.123),8.70e-01,8.96e-01,No,919,0.078 (0.053),1.45e-01,5.66e-01,No,0.023 (0.131),8.62e-01,9.58e-01,No,609
cortical_thickness,CTQ_Abuse,female,R_inferiorparietal_thickavg,-0.135 (0.101),1.84e-01,7.83e-01,No,0.087 (0.299),7.72e-01,9.27e-01,No,136,-0.06 (0.044),1.75e-01,4.58e-01,No,0.22 (0.123),7.26e-02,2.24e-01,No,919,0.018 (0.054),7.39e-01,9.39e-01,No,0.014 (0.131),9.16e-01,9.58e-01,No,609
cortical_thickness,CTQ_Abuse,female,R_inferiortemporal_thickavg,0.104 (0.102),3.09e-01,7.99e-01,No,-0.067 (0.3),8.23e-01,9.27e-01,No,136,0.03 (0.044),5.00e-01,6.63e-01,No,-0.168 (0.123),1.71e-01,3.73e-01,No,919,0.125 (0.053),1.88e-02,2.97e-01,No,-0.012 (0.131),9.30e-01,9.58e-01,No,609
cortical_thickness,CTQ_Abuse,female,R_isthmuscingulate_thickavg,-0.104 (0.101),3.03e-01,7.99e-01,No,-0.276 (0.297),3.55e-01,8.15e-01,No,136,-0.053 (0.044),2.33e-01,5.21e-01,No,-0.232 (0.122),5.76e-02,1.96e-01,No,919,0.018 (0.052),7.26e-01,9.39e-01,No,-0.55 (0.128) *,2.17e-05,2.99e-04,Yes,609
cortical_thickness,CTQ_Abuse,female,R_lateraloccipital_thickavg,-0.097 (0.102),3.41e-01,7.99e-01,No,0.198 (0.3),5.10e-01,8.68e-01,No,136,-0.115 (0.044),9.61e-03,1.52e-01,No,0.213 (0.122),8.23e-02,2.43e-01,No,919,-0.016 (0.053),7.69e-01,9.39e-01,No,0.28 (0.131),3.28e-02,1.17e-01,No,609
cortical_thickness,CTQ_Abuse,female,R_lateralorbitofrontal_thickavg,0.222 (0.1),2.79e-02,2.83e-01,No,-0.587 (0.295),4.87e-02,5.55e-01,No,136,0.035 (0.045),4.35e-01,6.30e-01,No,-0.145 (0.123),2.39e-01,4.17e-01,No,919,0.14 (0.053),8.66e-03,2.21e-01,No,-0.239 (0.131),6.77e-02,2.09e-01,No,609
cortical_thickness,CTQ_Abuse,female,R_lingual_thickavg,0.121 (0.1),2.31e-01,7.99e-01,No,0.262 (0.296),3.77e-01,8.15e-01,No,136,0.113 (0.044),1.07e-02,1.52e-01,No,-0.566 (0.121) *,3.60e-06,1.22e-04,Yes,919,-0.016 (0.053),7.66e-01,9.39e-01,No,-0.43 (0.129) *,9.36e-04,1.02e-02,Yes,609
cortical_thickness,CTQ_Abuse,female,R_medialorbitofrontal_thickavg,0.05 (0.102),6.23e-01,8.96e-01,No,-0.216 (0.301),4.74e-01,8.52e-01,No,136,0.052 (0.044),2.37e-01,5.21e-01,No,0.205 (0.122),9.28e-02,2.63e-01,No,919,0.033 (0.053),5.29e-01,7.83e-01,No,0.357 (0.13) *,5.99e-03,4.53e-02,Yes,609
cortical_thickness,CTQ_Abuse,female,R_middletemporal_thickavg,-0.095 (0.102),3.53e-01,7.99e-01,No,0.159 (0.301),5.98e-01,9.08e-01,No,136,-0.109 (0.044),1.35e-02,1.52e-01,No,-0.139 (0.122),2.52e-01,4.18e-01,No,919,-0.022 (0.054),6.75e-01,9.37e-01,No,0.029 (0.131),8.25e-01,9.58e-01,No,609
cortical_thickness,CTQ_Abuse,female,R_parahippocampal_thickavg,0.056 (0.102),5.84e-01,8.96e-01,No,-0.269 (0.301),3.73e-01,8.15e-01,No,136,-0.061 (0.044),1.66e-01,4.54e-01,No,-0.279 (0.121),2.17e-02,1.14e-01,No,919,-0.002 (0.053),9.69e-01,9.69e-01,No,-0.296 (0.131),2.38e-02,1.17e-01,No,609
cortical_thickness,CTQ_Abuse,female,R_paracentral_thickavg,-0.066 (0.102),5.22e-01,8.74e-01,No,0.123 (0.301),6.83e-01,9.27e-01,No,136,-0.019 (0.044),6.72e-01,7.99e-01,No,0.357 (0.122) *,3.50e-03,2.65e-02,Yes,919,-0.092 (0.053),8.67e-02,5.05e-01,No,0.292 (0.131),2.60e-02,1.17e-01,No,609
cortical_thickness,CTQ_Abuse,female,R_parsopercularis_thickavg,0.001 (0.101),9.94e-01,9.94e-01,No,-0.502 (0.297),9.37e-02,7.07e-01,No,136,0.098 (0.044),2.70e-02,2.34e-01,No,-0.441 (0.122) *,3.18e-04,4.33e-03,Yes,919,-0.06 (0.053),2.61e-01,6.68e-01,No,-0.107 (0.131),4.14e-01,6.64e-01,No,609
cortical_thickness,CTQ_Abuse,female,R_parsorbitalis_thickavg,0.009 (0.102),9.31e-01,9.76e-01,No,-0.159 (0.301),5.99e-01,9.08e-01,No,136,-0.024 (0.044),5.83e-01,7.20e-01,No,-0.069 (0.123),5.72e-01,6.93e-01,No,919,0.035 (0.054),5.10e-01,7.83e-01,No,0.012 (0.131),9.27e-01,9.58e-01,No,609
cortical_thickness,CTQ_Abuse,female,R_parstriangularis_thickavg,0.092 (0.101),3.64e-01,7.99e-01,No,0.157 (0.299),6.01e-01,9.08e-01,No,136,0.042 (0.044),3.50e-01,5.97e-01,No,-0.248 (0.123),4.33e-02,1.64e-01,No,919,-0.013 (0.054),8.01e-01,9.39e-01,No,0.091 (0.131),4.90e-01,7.09e-01,No,609
cortical_thickness,CTQ_Abuse,female,R_pericalcarine_thickavg,0.019 (0.101),8.52e-01,9.55e-01,No,0.434 (0.298),1.47e-01,8.15e-01,No,136,0.041 (0.044),3.51e-01,5.97e-01,No,-0.155 (0.123),2.06e-01,3.89e-01,No,919,-0.122 (0.053),2.18e-02,2.97e-01,No,-0.007 (0.13),9.59e-01,9.73e-01,No,609
cortical_thickness,CTQ_Abuse,female,R_postcentral_thickavg,-0.063 (0.101),5.31e-01,8.74e-01,No,0.6 (0.297),4.53e-02,5.55e-01,No,136,-0.001 (0.045),9.79e-01,9.80e-01,No,0.01 (0.123),9.38e-01,9.38e-01,No,919,0.035 (0.054),5.17e-01,7.83e-01,No,0.023 (0.131),8.62e-01,9.58e-01,No,609
cortical_thickness,CTQ_Abuse,female,R_posteriorcingulate_thickavg,-0.106 (0.101),2.94e-01,7.99e-01,No,-0.241 (0.297),4.20e-01,8.15e-01,No,136,-0.042 (0.044),3.42e-01,5.97e-01,No,-0.142 (0.122),2.45e-01,4.17e-01,No,919,-0.005 (0.052),9.30e-01,9.44e-01,No,-0.548 (0.128) *,2.20e-05,2.99e-04,Yes,609
cortical_thickness,CTQ_Abuse,female,R_precentral_thickavg,-0.206 (0.101),4.25e-02,3.21e-01,No,0.379 (0.297),2.04e-01,8.15e-01,No,136,-0.068 (0.044),1.26e-01,4.54e-01,No,0.11 (0.123),3.71e-01,5.60e-01,No,919,-0.138 (0.053),9.74e-03,2.21e-01,No,0.102 (0.131),4.34e-01,6.64e-01,No,609
cortical_thickness,CTQ_Abuse,female,R_precuneus_thickavg,-0.009 (0.102),9.33e-01,9.76e-01,No,-0.088 (0.301),7.70e-01,9.27e-01,No,136,0.045 (0.044),3.08e-01,5.78e-01,No,0.224 (0.122),6.65e-02,2.15e-01,No,919,-0.085 (0.053),1.12e-01,5.29e-01,No,0.19 (0.131),1.47e-01,3.57e-01,No,609
cortical_thickness,CTQ_Abuse,female,R_rostralanteriorcingulate_thickavg,-0.143 (0.101),1.57e-01,7.13e-01,No,-0.133 (0.297),6.54e-01,9.27e-01,No,136,-0.045 (0.044),3.08e-01,5.78e-01,No,-0.11 (0.122),3.68e-01,5.60e-01,No,919,0.012 (0.054),8.23e-01,9.39e-01,No,0.078 (0.131),5.53e-01,7.81e-01,No,609
cortical_thickness,CTQ_Abuse,female,R_rostralmiddlefrontal_thickavg,0.112 (0.102),2.71e-01,7.99e-01,No,-0.048 (0.3),8.74e-01,9.27e-01,No,136,0.029 (0.044),5.17e-01,6.63e-01,No,0.077 (0.123),5.33e-01,6.83e-01,No,919,-0.043 (0.054),4.24e-01,7.83e-01,No,0.052 (0.131),6.92e-01,8.88e-01,No,609
cortical_thickness,CTQ_Abuse,female,R_superiorfrontal_thickavg,0.169 (0.101),9.76e-02,5.48e-01,No,-0.256 (0.298),3.92e-01,8.15e-01,No,136,0.067 (0.044),1.33e-01,4.54e-01,No,-0.13 (0.123),2.91e-01,4.71e-01,No,919,-0.033 (0.053),5.31e-01,7.83e-01,No,-0.12 (0.131),3.58e-01,6.09e-01,No,609
cortical_thickness,CTQ_Abuse,female,R_superiorparietal_thickavg,0.034 (0.102),7.40e-01,9.32e-01,No,0.052 (0.301),8.64e-01,9.27e-01,No,136,-0.039 (0.044),3.78e-01,6.27e-01,No,0.538 (0.121) *,9.98e-06,1.70e-04,Yes,919,-0.007 (0.054),8.89e-01,9.39e-01,No,0.072 (0.131),5.85e-01,7.96e-01,No,609
cortical_thickness,CTQ_Abuse,female,R_superiortemporal_thickavg,-0.017 (0.102),8.72e-01,9.55e-01,No,-0.002 (0.301),9.94e-01,9.94e-01,No,136,-0.023 (0.044),6.11e-01,7.42e-01,No,-0.084 (0.123),4.94e-01,6.72e-01,No,919,-0.103 (0.053),5.37e-02,5.05e-01,No,0.124 (0.131),3.46e-01,6.04e-01,No,609
cortical_thickness,CTQ_Abuse,female,R_supramargil_thickavg,-0.225 (0.1),2.65e-02,2.83e-01,No,0.356 (0.296),2.31e-01,8.15e-01,No,136,-0.003 (0.044),9.53e-01,9.80e-01,No,-0.197 (0.123),1.08e-01,2.81e-01,No,919,-0.01 (0.053),8.49e-01,9.39e-01,No,-0.242 (0.131),6.43e-02,2.08e-01,No,609
cortical_thickness,CTQ_Abuse,female,R_frontalpole_thickavg,-0.097 (0.102),3.41e-01,7.99e-01,No,0.061 (0.3),8.39e-01,9.27e-01,No,136,0.036 (0.044),4.24e-01,6.30e-01,No,0.078 (0.123),5.23e-01,6.83e-01,No,919,-0.043 (0.054),4.18e-01,7.83e-01,No,-0.025 (0.131),8.47e-01,9.58e-01,No,609
cortical_thickness,CTQ_Abuse,female,R_temporalpole_thickavg,0.242 (0.1),1.70e-02,2.83e-01,No,-0.509 (0.295),8.64e-02,7.07e-01,No,136,0.018 (0.044),6.90e-01,7.99e-01,No,-0.327 (0.122) *,7.61e-03,4.83e-02,Yes,919,0.06 (0.054),2.65e-01,6.68e-01,No,-0.101 (0.131),4.42e-01,6.64e-01,No,609
cortical_thickness,CTQ_Abuse,female,R_transversetemporal_thickavg,0.027 (0.102),7.89e-01,9.55e-01,No,0.126 (0.301),6.75e-01,9.27e-01,No,136,0.062 (0.044),1.61e-01,4.54e-01,No,0.159 (0.122),1.94e-01,3.87e-01,No,919,-0.007 (0.053),8.94e-01,9.39e-01,No,0.427 (0.13) *,1.05e-03,1.02e-02,Yes,609
cortical_thickness,CTQ_Abuse,female,R_insula_thickavg,-0.108 (0.1),2.82e-01,7.99e-01,No,-0.347 (0.296),2.42e-01,8.15e-01,No,136,-0.045 (0.045),3.14e-01,5.78e-01,No,0.054 (0.123),6.60e-01,7.60e-01,No,919,0.091 (0.053),8.95e-02,5.05e-01,No,-0.099 (0.131),4.49e-01,6.64e-01,No,609
