t_names,CTQ_Term,Sex,Region,Effect_Size_Main_Ped,P_Main_Ped,Q_Main_Ped,Significant_Main_Ped,Effect_Size_Cov_Ped,P_Cov_Ped,Q_Cov_Ped,Significant_Cov_Ped,Sample_Size_Ped,Effect_Size_Main_YA,P_Main_YA,Q_Main_YA,Significant_Main_YA,Effect_Size_Cov_YA,P_Cov_YA,Q_Cov_YA,Significant_Cov_YA,Sample_Size_YA,Effect_Size_Main_OA,P_Main_OA,Q_Main_OA,Significant_Main_OA,Effect_Size_Cov_OA,P_Cov_OA,Q_Cov_OA,Significant_Cov_OA,Sample_Size_OA
cortical_thickness,CTQ_Abuse,female,L_frontalpole_thickavg,0.488 (0.269),9.66e-02,8.47e-01,No,0.108 (0.135),4.39e-01,5.97e-01,No,14,0.081 (0.046),7.68e-02,4.84e-01,No,-0.022 (0.02),2.58e-01,7.24e-01,No,486,-0.073 (0.056),1.92e-01,8.84e-01,No,-0.039 (0.018),2.92e-02,2.20e-01,No,323
cortical_thickness,CTQ_Abuse,female,L_temporalpole_thickavg,0.039 (0.215),8.61e-01,9.34e-01,No,0.364 (0.108),6.28e-03,6.62e-02,No,14,-0.059 (0.046),2.00e-01,5.75e-01,No,-0.018 (0.02),3.67e-01,7.50e-01,No,486,0.028 (0.056),6.24e-01,8.84e-01,No,0.015 (0.018),4.18e-01,7.19e-01,No,323
cortical_thickness,CTQ_Abuse,female,L_transversetemporal_thickavg,0.158 (0.266),5.64e-01,8.74e-01,No,0.259 (0.134),7.85e-02,2.13e-01,No,14,-0.006 (0.046),8.97e-01,9.56e-01,No,0.019 (0.02),3.30e-01,7.24e-01,No,486,-0.01 (0.056),8.56e-01,9.39e-01,No,-0.004 (0.018),8.09e-01,9.33e-01,No,323
cortical_thickness,CTQ_Abuse,female,L_insula_thickavg,0.314 (0.24),2.19e-01,8.70e-01,No,0.308 (0.121),2.72e-02,1.45e-01,No,14,-0.074 (0.046),1.09e-01,4.84e-01,No,-0.026 (0.02),1.89e-01,6.77e-01,No,486,0.053 (0.056),3.46e-01,8.84e-01,No,-0.009 (0.018),6.05e-01,7.62e-01,No,323
cortical_thickness,CTQ_Abuse,female,R_bankssts_thickavg,-0.16 (0.292),5.95e-01,8.99e-01,No,-0.161 (0.147),2.96e-01,4.37e-01,No,14,0.018 (0.046),7.04e-01,9.15e-01,No,0.003 (0.02),8.90e-01,9.77e-01,No,486,-0.028 (0.056),6.22e-01,8.84e-01,No,0.025 (0.018),1.64e-01,6.06e-01,No,323
cortical_thickness,CTQ_Abuse,female,R_caudalanteriorcingulate_thickavg,0.194 (0.29),5.18e-01,8.74e-01,No,0.162 (0.146),2.90e-01,4.37e-01,No,14,-0.004 (0.046),9.28e-01,9.56e-01,No,-0.013 (0.02),5.06e-01,7.50e-01,No,486,0.068 (0.056),2.27e-01,8.84e-01,No,0.013 (0.018),4.67e-01,7.19e-01,No,323
cortical_thickness,CTQ_Abuse,female,R_caudalmiddlefrontal_thickavg,-0.058 (0.27),8.35e-01,9.34e-01,No,-0.247 (0.136),9.54e-02,2.17e-01,No,14,0.079 (0.046),8.46e-02,4.84e-01,No,-0.047 (0.019),1.49e-02,1.69e-01,No,486,-0.071 (0.056),2.09e-01,8.84e-01,No,-0.021 (0.018),2.49e-01,6.44e-01,No,323
cortical_thickness,CTQ_Abuse,female,R_cuneus_thickavg,0.176 (0.29),5.56e-01,8.74e-01,No,0.166 (0.146),2.79e-01,4.31e-01,No,14,0.02 (0.046),6.63e-01,9.15e-01,No,0.03 (0.02),1.32e-01,5.28e-01,No,486,0.107 (0.056),5.73e-02,8.84e-01,No,-0.025 (0.018),1.70e-01,6.06e-01,No,323
cortical_thickness,CTQ_Abuse,female,R_entorhil_thickavg,-0.094 (0.241),7.05e-01,9.22e-01,No,0.299 (0.121),3.14e-02,1.52e-01,No,14,0.005 (0.046),9.08e-01,9.56e-01,No,-0.02 (0.02),3.09e-01,7.24e-01,No,486,0.02 (0.056),7.19e-01,8.90e-01,No,-0.006 (0.018),7.26e-01,8.51e-01,No,323
cortical_thickness,CTQ_Abuse,female,R_fusiform_thickavg,0.561 (0.232),3.41e-02,8.47e-01,No,0.243 (0.117),6.10e-02,1.97e-01,No,14,0.065 (0.046),1.58e-01,5.65e-01,No,-0.009 (0.02),6.29e-01,8.33e-01,No,486,-0.044 (0.056),4.34e-01,8.84e-01,No,0.022 (0.018),2.26e-01,6.29e-01,No,323
cortical_thickness,CTQ_Abuse,female,R_inferiorparietal_thickavg,-0.412 (0.272),1.58e-01,8.47e-01,No,-0.166 (0.137),2.51e-01,4.06e-01,No,14,-0.022 (0.046),6.28e-01,9.15e-01,No,-0.014 (0.02),4.85e-01,7.50e-01,No,486,0.057 (0.056),3.13e-01,8.84e-01,No,-0.007 (0.018),6.99e-01,8.35e-01,No,323
cortical_thickness,CTQ_Abuse,female,R_inferiortemporal_thickavg,0.124 (0.254),6.35e-01,9.02e-01,No,0.293 (0.127),4.23e-02,1.76e-01,No,14,-0.073 (0.046),1.14e-01,4.84e-01,No,-0.023 (0.02),2.45e-01,7.24e-01,No,486,-0.034 (0.056),5.45e-01,8.84e-01,No,0.015 (0.018),3.95e-01,7.19e-01,No,323
cortical_thickness,CTQ_Abuse,female,R_isthmuscingulate_thickavg,-0.157 (0.305),6.16e-01,9.02e-01,No,-0.009 (0.153),9.56e-01,9.56e-01,No,14,0.054 (0.046),2.40e-01,5.75e-01,No,-0.0 (0.02),9.87e-01,9.97e-01,No,486,-0.058 (0.056),3.03e-01,8.84e-01,No,0.037 (0.018),3.85e-02,2.38e-01,No,323
cortical_thickness,CTQ_Abuse,female,R_lateraloccipital_thickavg,0.35 (0.25),1.89e-01,8.47e-01,No,0.275 (0.126),5.16e-02,1.85e-01,No,14,-0.056 (0.046),2.23e-01,5.75e-01,No,-0.02 (0.02),3.12e-01,7.24e-01,No,486,0.015 (0.056),7.86e-01,9.22e-01,No,-0.042 (0.018),2.02e-02,2.20e-01,No,323
cortical_thickness,CTQ_Abuse,female,R_lateralorbitofrontal_thickavg,0.029 (0.305),9.25e-01,9.53e-01,No,-0.066 (0.153),6.75e-01,7.65e-01,No,14,0.062 (0.046),1.76e-01,5.75e-01,No,0.016 (0.02),4.15e-01,7.50e-01,No,486,-0.043 (0.056),4.46e-01,8.84e-01,No,0.011 (0.018),5.29e-01,7.19e-01,No,323
cortical_thickness,CTQ_Abuse,female,R_lingual_thickavg,0.397 (0.267),1.66e-01,8.47e-01,No,0.2 (0.134),1.64e-01,3.20e-01,No,14,0.053 (0.046),2.47e-01,5.75e-01,No,0.024 (0.02),2.15e-01,7.24e-01,No,486,0.15 (0.056),7.69e-03,5.23e-01,No,0.003 (0.018),8.53e-01,9.33e-01,No,323
cortical_thickness,CTQ_Abuse,female,R_medialorbitofrontal_thickavg,-0.445 (0.245),9.66e-02,8.47e-01,No,-0.261 (0.123),5.75e-02,1.95e-01,No,14,0.039 (0.046),3.99e-01,7.75e-01,No,0.015 (0.02),4.50e-01,7.50e-01,No,486,0.062 (0.056),2.72e-01,8.84e-01,No,0.019 (0.018),2.84e-01,6.44e-01,No,323
cortical_thickness,CTQ_Abuse,female,R_middletemporal_thickavg,-0.379 (0.239),1.41e-01,8.47e-01,No,0.218 (0.12),9.73e-02,2.17e-01,No,14,-0.025 (0.046),5.94e-01,9.15e-01,No,-0.013 (0.02),5.08e-01,7.50e-01,No,486,-0.052 (0.056),3.54e-01,8.84e-01,No,0.029 (0.018),1.13e-01,5.50e-01,No,323
cortical_thickness,CTQ_Abuse,female,R_parahippocampal_thickavg,-0.264 (0.253),3.19e-01,8.74e-01,No,0.228 (0.127),1.01e-01,2.17e-01,No,14,0.074 (0.046),1.09e-01,4.84e-01,No,0.015 (0.02),4.39e-01,7.50e-01,No,486,-0.044 (0.056),4.33e-01,8.84e-01,No,-0.003 (0.018),8.64e-01,9.33e-01,No,323
cortical_thickness,CTQ_Abuse,female,R_paracentral_thickavg,-0.357 (0.262),1.99e-01,8.47e-01,No,-0.237 (0.132),9.90e-02,2.17e-01,No,14,-0.006 (0.046),8.96e-01,9.56e-01,No,-0.021 (0.02),2.77e-01,7.24e-01,No,486,-0.043 (0.056),4.45e-01,8.84e-01,No,0.003 (0.018),8.62e-01,9.33e-01,No,323
cortical_thickness,CTQ_Abuse,female,R_parsopercularis_thickavg,-0.074 (0.252),7.76e-01,9.34e-01,No,-0.294 (0.127),4.07e-02,1.76e-01,No,14,0.048 (0.046),2.94e-01,6.08e-01,No,-0.011 (0.02),5.73e-01,7.81e-01,No,486,-0.034 (0.056),5.46e-01,8.84e-01,No,-0.001 (0.018),9.48e-01,9.76e-01,No,323
cortical_thickness,CTQ_Abuse,female,R_parsorbitalis_thickavg,-0.128 (0.216),5.65e-01,8.74e-01,No,-0.367 (0.109),6.16e-03,6.62e-02,No,14,-0.054 (0.046),2.38e-01,5.75e-01,No,0.014 (0.02),4.81e-01,7.50e-01,No,486,-0.029 (0.056),6.02e-01,8.84e-01,No,0.012 (0.018),5.17e-01,7.19e-01,No,323
cortical_thickness,CTQ_Abuse,female,R_parstriangularis_thickavg,-0.255 (0.217),2.65e-01,8.74e-01,No,-0.361 (0.109),7.01e-03,6.62e-02,No,14,0.055 (0.046),2.29e-01,5.75e-01,No,0.049 (0.019),1.22e-02,1.65e-01,No,486,0.021 (0.056),7.12e-01,8.90e-01,No,0.026 (0.018),1.58e-01,6.06e-01,No,323
cortical_thickness,CTQ_Abuse,female,R_pericalcarine_thickavg,-0.521 (0.217),3.50e-02,8.47e-01,No,0.194 (0.109),1.02e-01,2.17e-01,No,14,0.058 (0.046),2.10e-01,5.75e-01,No,0.038 (0.02),5.49e-02,3.73e-01,No,486,0.014 (0.056),8.09e-01,9.23e-01,No,-0.012 (0.018),4.97e-01,7.19e-01,No,323
cortical_thickness,CTQ_Abuse,female,R_postcentral_thickavg,-0.366 (0.196),8.84e-02,8.47e-01,No,-0.383 (0.098),2.51e-03,6.62e-02,No,14,0.004 (0.046),9.25e-01,9.56e-01,No,0.038 (0.02),5.00e-02,3.73e-01,No,486,0.112 (0.056),4.68e-02,8.84e-01,No,-0.003 (0.018),8.49e-01,9.33e-01,No,323
cortical_thickness,CTQ_Abuse,female,R_posteriorcingulate_thickavg,-0.046 (0.288),8.77e-01,9.34e-01,No,0.175 (0.145),2.51e-01,4.06e-01,No,14,-0.007 (0.046),8.73e-01,9.56e-01,No,0.016 (0.02),4.10e-01,7.50e-01,No,486,0.004 (0.056),9.39e-01,9.69e-01,No,0.013 (0.018),4.56e-01,7.19e-01,No,323
cortical_thickness,CTQ_Abuse,female,R_precentral_thickavg,0.151 (0.211),4.88e-01,8.74e-01,No,-0.344 (0.106),7.79e-03,6.62e-02,No,14,0.002 (0.046),9.71e-01,9.77e-01,No,-0.031 (0.02),1.15e-01,5.20e-01,No,486,-0.07 (0.056),2.16e-01,8.84e-01,No,-0.009 (0.018),6.05e-01,7.62e-01,No,323
cortical_thickness,CTQ_Abuse,female,R_precuneus_thickavg,-0.03 (0.304),9.23e-01,9.53e-01,No,-0.086 (0.153),5.83e-01,7.09e-01,No,14,0.032 (0.046),4.88e-01,8.73e-01,No,0.036 (0.02),6.59e-02,4.08e-01,No,486,-0.031 (0.056),5.78e-01,8.84e-01,No,0.011 (0.018),5.56e-01,7.27e-01,No,323
cortical_thickness,CTQ_Abuse,female,R_rostralanteriorcingulate_thickavg,0.181 (0.235),4.58e-01,8.74e-01,No,0.332 (0.118),1.70e-02,1.29e-01,No,14,0.056 (0.046),2.23e-01,5.75e-01,No,-0.021 (0.02),2.86e-01,7.24e-01,No,486,0.032 (0.056),5.72e-01,8.84e-01,No,0.019 (0.018),2.83e-01,6.44e-01,No,323
cortical_thickness,CTQ_Abuse,female,R_rostralmiddlefrontal_thickavg,-0.161 (0.257),5.44e-01,8.74e-01,No,-0.283 (0.129),5.05e-02,1.85e-01,No,14,0.075 (0.046),1.06e-01,4.84e-01,No,0.016 (0.02),4.16e-01,7.50e-01,No,486,0.018 (0.056),7.56e-01,9.15e-01,No,-0.022 (0.018),2.19e-01,6.29e-01,No,323
cortical_thickness,CTQ_Abuse,female,R_superiorfrontal_thickavg,-0.058 (0.304),8.53e-01,9.34e-01,No,0.073 (0.153),6.43e-01,7.53e-01,No,14,0.096 (0.046),3.61e-02,4.84e-01,No,-0.023 (0.019),2.39e-01,7.24e-01,No,486,-0.002 (0.056),9.70e-01,9.70e-01,No,-0.041 (0.018),2.46e-02,2.20e-01,No,323
cortical_thickness,CTQ_Abuse,female,R_superiorparietal_thickavg,-0.073 (0.297),8.10e-01,9.34e-01,No,-0.137 (0.149),3.78e-01,5.36e-01,No,14,0.048 (0.046),2.99e-01,6.08e-01,No,0.043 (0.02),2.66e-02,2.59e-01,No,486,0.066 (0.056),2.39e-01,8.84e-01,No,-0.02 (0.018),2.66e-01,6.44e-01,No,323
cortical_thickness,CTQ_Abuse,female,R_superiortemporal_thickavg,0.217 (0.279),4.53e-01,8.74e-01,No,0.207 (0.14),1.67e-01,3.20e-01,No,14,-0.015 (0.046),7.50e-01,9.29e-01,No,0.014 (0.02),4.67e-01,7.50e-01,No,486,0.005 (0.056),9.36e-01,9.69e-01,No,0.035 (0.018),5.54e-02,2.90e-01,No,323
cortical_thickness,CTQ_Abuse,female,R_supramargil_thickavg,0.049 (0.304),8.75e-01,9.34e-01,No,0.086 (0.153),5.84e-01,7.09e-01,No,14,-0.008 (0.046),8.58e-01,9.56e-01,No,-0.008 (0.02),7.02e-01,8.52e-01,No,486,-0.022 (0.056),7.00e-01,8.90e-01,No,0.007 (0.018),7.00e-01,8.35e-01,No,323
cortical_thickness,CTQ_Abuse,female,R_frontalpole_thickavg,0.048 (0.306),8.79e-01,9.34e-01,No,0.06 (0.154),7.03e-01,7.70e-01,No,14,0.11 (0.046),1.67e-02,2.84e-01,No,-0.009 (0.019),6.49e-01,8.33e-01,No,486,-0.013 (0.056),8.16e-01,9.23e-01,No,-0.002 (0.018),9.01e-01,9.48e-01,No,323
cortical_thickness,CTQ_Abuse,female,R_temporalpole_thickavg,-0.002 (0.194),9.92e-01,9.92e-01,No,0.39 (0.098),2.08e-03,6.62e-02,No,14,-0.028 (0.046),5.47e-01,9.15e-01,No,0.0 (0.02),9.96e-01,9.97e-01,No,486,0.067 (0.056),2.32e-01,8.84e-01,No,0.0 (0.018),9.84e-01,9.96e-01,No,323
cortical_thickness,CTQ_Abuse,female,R_transversetemporal_thickavg,0.064 (0.282),8.24e-01,9.34e-01,No,0.206 (0.142),1.74e-01,3.20e-01,No,14,-0.02 (0.046),6.68e-01,9.15e-01,No,0.03 (0.02),1.23e-01,5.21e-01,No,486,0.082 (0.056),1.47e-01,8.84e-01,No,0.024 (0.018),1.87e-01,6.06e-01,No,323
cortical_thickness,CTQ_Abuse,female,R_insula_thickavg,0.138 (0.22),5.42e-01,8.74e-01,No,0.36 (0.111),7.58e-03,6.62e-02,No,14,-0.053 (0.046),2.54e-01,5.75e-01,No,-0.033 (0.02),9.63e-02,4.68e-01,No,486,0.02 (0.056),7.17e-01,8.90e-01,No,0.018 (0.018),3.31e-01,6.61e-01,No,323
cortical_thickness,CTQ_Abuse,male,L_bankssts_thickavg,-0.489 (0.158),6.33e-03,2.45e-01,No,-0.16 (0.049) *,4.04e-03,3.80e-02,Yes,21,-0.092 (0.063),1.47e-01,6.39e-01,No,0.008 (0.026),7.66e-01,9.97e-01,No,265,-0.018 (0.079),8.24e-01,9.98e-01,No,-0.021 (0.026),4.26e-01,9.34e-01,No,161
